"CP009273.1","Genbank","CDS",10643,11356,".","-",0,"ID=cds10;Parent=gene10;Dbxref=NCBI_GP:AIN30549.1;Name=AIN30549.1;gbkey=CDS;gene=yaaW;product=UPF0174 family protein;protein_id=AIN30549.1;transl_table=11"
"CP009273.1","Genbank","CDS",11382,11786,".","-",0,"ID=cds11;Parent=gene11;Dbxref=NCBI_GP:AIN30550.1;Name=AIN30550.1;gbkey=CDS;gene=yaaI;product=UPF0412 family protein;protein_id=AIN30550.1;transl_table=11"
"CP009273.1","Genbank","CDS",12163,14079,".","+",0,"ID=cds12;Parent=gene12;Dbxref=NCBI_GP:AIN30551.1;Name=AIN30551.1;Note=chaperone Hsp70%3B DNA biosynthesis%3B autoregulated heat shock proteins;gbkey=CDS;gene=dnaK;product=chaperone Hsp70%2C with co-chaperone DnaJ;protein_id=AIN30551.1;transl_table=11"
"CP009273.1","Genbank","CDS",14168,15298,".","+",0,"ID=cds13;Parent=gene13;Dbxref=NCBI_GP:AIN30552.1;Name=AIN30552.1;Note=chaperone with DnaK%3B heat shock protein;gbkey=CDS;gene=dnaJ;product=chaperone Hsp40%2C DnaK co-chaperone;protein_id=AIN30552.1;transl_table=11"
"CP009273.1","Genbank","CDS",15445,16557,".","+",0,"ID=cds14;Parent=gene14;Dbxref=NCBI_GP:AIN30553.1;Name=AIN30553.1;gbkey=CDS;gene=insL1;product=IS186 transposase;protein_id=AIN30553.1;transl_table=11"
"CP009273.1","Genbank","CDS",16751,16960,".","-",0,"ID=cds15;Parent=gene15;Dbxref=NCBI_GP:AIN30555.1;Name=AIN30555.1;Note=regulatory peptide whose translation enables hokC (gef) expression%3B completely contained in another CDS;gbkey=CDS;gene=mokC;product=regulatory protein for HokC%2C overlaps CDS of hokC;protein_id=AIN30555.1;transl_table=11"
"CP009273.1","Genbank","CDS",16751,16903,".","-",0,"ID=cds16;Parent=gene16;Dbxref=NCBI_GP:AIN30554.1;Name=AIN30554.1;Note=small toxic membrane polypeptide%3B completely contained in another CDS;gbkey=CDS;gene=hokC;product=toxic membrane protein%2C small;protein_id=AIN30554.1;transl_table=11"
"CP009273.1","Genbank","CDS",17489,18655,".","+",0,"ID=cds17;Parent=gene18;Dbxref=NCBI_GP:AIN30556.1;Name=AIN30556.1;Note=Na+/H antiporter%2C pH dependent;experiment=N-terminus verified by Edman degradation:PMID 8381959;gbkey=CDS;gene=nhaA;product=sodium-proton antiporter;protein_id=AIN30556.1;transl_table=11"
"CP009273.1","Genbank","CDS",18715,19620,".","+",0,"ID=cds18;Parent=gene19;Dbxref=NCBI_GP:AIN30557.1;Name=AIN30557.1;gbkey=CDS;gene=nhaR;product=transcriptional activator of nhaA;protein_id=AIN30557.1;transl_table=11"
"CP009273.1","Genbank","CDS",19811,20314,".","-",0,"ID=cds19;Parent=gene20;Dbxref=NCBI_GP:AIN30558.1;Name=AIN30558.1;gbkey=CDS;gene=insB1;product=IS1 transposase B;protein_id=AIN30558.1;transl_table=11"
"CP009273.1","Genbank","CDS",20233,20508,".","-",0,"ID=cds20;Parent=gene21;Dbxref=NCBI_GP:AIN30559.1;Name=AIN30559.1;gbkey=CDS;gene=insA;product=IS1 repressor TnpA;protein_id=AIN30559.1;transl_table=11"
"CP009273.1","Genbank","CDS",20815,21078,".","-",0,"ID=cds21;Parent=gene22;Dbxref=NCBI_GP:AIN30560.1;Name=AIN30560.1;gbkey=CDS;gene=rpsT;product=30S ribosomal subunit protein S20;protein_id=AIN30560.1;transl_table=11"
"CP009273.1","Genbank","CDS",21181,21399,".","+",0,"ID=cds22;Parent=gene23;Dbxref=NCBI_GP:AIN30561.1;Name=AIN30561.1;gbkey=CDS;gene=yaaY;product=uncharacterized protein;protein_id=AIN30561.1;transl_table=11"
"CP009273.1","Genbank","CDS",21407,22348,".","+",0,"ID=cds23;Parent=gene24;Dbxref=NCBI_GP:AIN30562.1;Name=AIN30562.1;gbkey=CDS;gene=ribF;product=bifunctional riboflavin kinase/FAD synthetase;protein_id=AIN30562.1;transl_table=11"
"CP009273.1","Genbank","CDS",22391,25207,".","+",0,"ID=cds24;Parent=gene25;Dbxref=NCBI_GP:AIN30563.1;Name=AIN30563.1;Note=isoleucine tRNA synthetase;gbkey=CDS;gene=ileS;product=isoleucyl-tRNA synthetase;protein_id=AIN30563.1;transl_table=11"
"CP009273.1","Genbank","CDS",25207,25701,".","+",0,"ID=cds25;Parent=gene26;Dbxref=NCBI_GP:AIN30564.1;Name=AIN30564.1;Note=prolipoprotein signal peptidase (SPase II);gbkey=CDS;gene=lspA;product=prolipoprotein signal peptidase (signal peptidase II);protein_id=AIN30564.1;transl_table=11"
"CP009273.1","Genbank","CDS",25826,26275,".","+",0,"ID=cds26;Parent=gene27;Dbxref=NCBI_GP:AIN30565.1;Name=AIN30565.1;gbkey=CDS;gene=fkpB;product=FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase);protein_id=AIN30565.1;transl_table=11"
"CP009273.1","Genbank","CDS",26277,27227,".","+",0,"ID=cds27;Parent=gene28;Dbxref=NCBI_GP:AIN30566.1;Name=AIN30566.1;gbkey=CDS;gene=ispH;product=4-hydroxy-3-methylbut-2-enyl diphosphate reductase%2C 4Fe-4S protein;protein_id=AIN30566.1;transl_table=11"
"CP009273.1","Genbank","CDS",27293,28207,".","+",0,"ID=cds28;Parent=gene29;Dbxref=NCBI_GP:AIN30567.1;Name=AIN30567.1;gbkey=CDS;gene=rihC;product=ribonucleoside hydrolase 3;protein_id=AIN30567.1;transl_table=11"
"CP009273.1","Genbank","CDS",28374,29195,".","+",0,"ID=cds29;Parent=gene30;Dbxref=NCBI_GP:AIN30568.1;Name=AIN30568.1;gbkey=CDS;gene=dapB;product=dihydrodipicolinate reductase;protein_id=AIN30568.1;transl_table=11"
"CP009273.1","Genbank","CDS",29651,30799,".","+",0,"ID=cds30;Parent=gene31;Dbxref=NCBI_GP:AIN30569.1;Name=AIN30569.1;experiment=N-terminus verified by Edman degradation:PMID 3894020%2C9298646%2C9740056;gbkey=CDS;gene=carA;product=carbamoyl phosphate synthetase small subunit%2C glutamine amidotransferase;protein_id=AIN30569.1;transl_table=11"
"CP009273.1","Genbank","CDS",30817,34038,".","+",0,"ID=cds31;Parent=gene32;Dbxref=NCBI_GP:AIN30570.1;Name=AIN30570.1;gbkey=CDS;gene=carB;product=carbamoyl-phosphate synthase large subunit;protein_id=AIN30570.1;transl_table=11"
"CP009273.1","Genbank","CDS",34300,34695,".","+",0,"ID=cds32;Parent=gene33;Dbxref=NCBI_GP:AIN30571.1;Name=AIN30571.1;Note=transcriptional regulator of cai operon;gbkey=CDS;gene=caiF;product=cai operon transcriptional activator;protein_id=AIN30571.1;transl_table=11"
"CP009273.1","Genbank","CDS",34781,35371,".","-",0,"ID=cds33;Parent=gene34;Dbxref=NCBI_GP:AIN30572.1;Name=AIN30572.1;Note=possible synthesis of cofactor for carnitine racemase and dehydratase;gbkey=CDS;gene=caiE;product=stimulator of CaiD and CaiB enzyme activities;protein_id=AIN30572.1;transl_table=11"
"CP009273.1","Genbank","CDS",35377,36162,".","-",0,"ID=cds34;Parent=gene35;Dbxref=NCBI_GP:AIN30573.1;Name=AIN30573.1;Note=carnitine racemase;gbkey=CDS;gene=caiD;product=carnitinyl-CoA dehydratase;protein_id=AIN30573.1;transl_table=11"
"CP009273.1","Genbank","CDS",36271,37824,".","-",0,"ID=cds35;Parent=gene36;Dbxref=NCBI_GP:AIN30574.1;Name=AIN30574.1;Note=probable crotonobetaine/carnitine-CoA ligase;gbkey=CDS;gene=caiC;product=putative crotonobetaine/carnitine-CoA ligase;protein_id=AIN30574.1;transl_table=11"
"CP009273.1","Genbank","CDS",37898,39115,".","-",0,"ID=cds36;Parent=gene37;Dbxref=NCBI_GP:AIN30575.1;Name=AIN30575.1;Note=l-carnitine dehydratase;experiment=N-terminus verified by Edman degradation:PMID 8188598%2C10209289;gbkey=CDS;gene=caiB;product=crotonobetainyl CoA:carnitine CoA transferase;protein_id=AIN30575.1;transl_table=11"
"CP009273.1","Genbank","CDS",39244,40386,".","-",0,"ID=cds37;Parent=gene38;Dbxref=NCBI_GP:AIN30576.1;Name=AIN30576.1;Note=probable carnitine operon oxidoreductase;experiment=N-terminus verified by Edman degradation:PMID 10209289;gbkey=CDS;gene=caiA;product=crotonobetaine reductase subunit II%2C FAD-binding;protein_id=AIN30576.1;transl_table=11"
"CP009273.1","Genbank","CDS",40417,41931,".","-",0,"ID=cds38;Parent=gene39;Dbxref=NCBI_GP:AIN30577.1;Name=AIN30577.1;Note=probable carnitine transporter;gbkey=CDS;gene=caiT;product=putative transporter;protein_id=AIN30577.1;transl_table=11"
"CP009273.1","Genbank","CDS",42403,43173,".","+",0,"ID=cds39;Parent=gene40;Dbxref=NCBI_GP:AIN30578.1;Name=AIN30578.1;Note=probable flavoprotein subunit%2C carnitine metabolism;gbkey=CDS;gene=fixA;product=anaerobic carnitine reduction putative electron transfer flavoprotein subunit;protein_id=AIN30578.1;transl_table=11"
"CP009273.1","Genbank","CDS",43188,44129,".","+",0,"ID=cds40;Parent=gene41;Dbxref=NCBI_GP:AIN30579.1;Name=AIN30579.1;Note=probable flavoprotein subunit%2C carnitine metabolism;gbkey=CDS;gene=fixB;product=putative electron transfer flavoprotein%2C NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein;protein_id=AIN30579.1;transl_table=11"
"CP009273.1","Genbank","CDS",44180,45466,".","+",0,"ID=cds41;Parent=gene42;Dbxref=NCBI_GP:AIN30580.1;Name=AIN30580.1;Note=flavoprotein%3B electron transport;gbkey=CDS;gene=fixC;product=putative oxidoreductase;protein_id=AIN30580.1;transl_table=11"
"CP009273.1","Genbank","CDS",45463,45750,".","+",0,"ID=cds42;Parent=gene43;Dbxref=NCBI_GP:AIN30581.1;Name=AIN30581.1;Note=putative ferredoxin;gbkey=CDS;gene=fixX;product=putative 4Fe-4S ferredoxin-type protein;protein_id=AIN30581.1;transl_table=11"
"CP009273.1","Genbank","CDS",45807,47138,".","+",0,"ID=cds43;Parent=gene44;Dbxref=NCBI_GP:AIN30582.1;Name=AIN30582.1;Note=putative transport protein;gbkey=CDS;gene=yaaU;product=putative transporter;protein_id=AIN30582.1;transl_table=11"
"CP009273.1","Genbank","CDS",47246,47776,".","+",0,"ID=cds44;Parent=gene45;Dbxref=NCBI_GP:AIN30583.1;Name=AIN30583.1;Note=putative NAD(P)H oxidoreductase;gbkey=CDS;gene=kefF;product=potassium-efflux system ancillary protein for KefC%2C glutathione-regulated%3B quinone oxidoreductase%2C FMN-dependent;protein_id=AIN30583.1;transl_table=11"
"CP009273.1","Genbank","CDS",47769,49631,".","+",0,"ID=cds45;Parent=gene46;Dbxref=NCBI_GP:AIN30584.1;Name=AIN30584.1;Note=K+ efflux antiporter%2C glutathione-regulated;gbkey=CDS;gene=kefC;product=potassium:proton antiporter;protein_id=AIN30584.1;transl_table=11"
"CP009273.1","Genbank","CDS",49823,50302,".","+",0,"ID=cds46;Parent=gene47;Dbxref=NCBI_GP:AIN30585.1;Name=AIN30585.1;Note=dihydrofolate reductase type I%3B trimethoprim resistance;experiment=N-terminus verified by Edman degradation:PMID 350268%2C4610415;gbkey=CDS;gene=folA;product=dihydrofolate reductase;protein_id=AIN30585.1;transl_table=11"
"CP009273.1","Genbank","CDS",50380,51222,".","-",0,"ID=cds47;Parent=gene48;Dbxref=NCBI_GP:AIN30586.1;Name=AIN30586.1;gbkey=CDS;gene=apaH;product=diadenosine tetraphosphatase;protein_id=AIN30586.1;transl_table=11"
"CP009273.1","Genbank","CDS",51229,51606,".","-",0,"ID=cds48;Parent=gene49;Dbxref=NCBI_GP:AIN30587.1;Name=AIN30587.1;gbkey=CDS;gene=apaG;product=protein associated with Co2+ and Mg2+ efflux;protein_id=AIN30587.1;transl_table=11"
"CP009273.1","Genbank","CDS",51609,52430,".","-",0,"ID=cds49;Parent=gene50;Dbxref=NCBI_GP:AIN30588.1;Name=AIN30588.1;gbkey=CDS;gene=rsmA;product=16S rRNA m(6)A1518%2C m(6)A1519 dimethyltransferase%2C SAM-dependent;protein_id=AIN30588.1;transl_table=11"
"CP009273.1","Genbank","CDS",52427,53416,".","-",0,"ID=cds50;Parent=gene51;Dbxref=NCBI_GP:AIN30589.1;Name=AIN30589.1;Note=pyridoxine biosynthesis;gbkey=CDS;gene=pdxA;product=4-hydroxy-L-threonine phosphate dehydrogenase%2C NAD-dependent;protein_id=AIN30589.1;transl_table=11"
"CP009273.1","Genbank","CDS",53416,54702,".","-",0,"ID=cds51;Parent=gene52;Dbxref=NCBI_GP:AIN30590.1;Name=AIN30590.1;Note=survival protein;gbkey=CDS;gene=surA;product=peptidyl-prolyl cis-trans isomerase (PPIase);protein_id=AIN30590.1;transl_table=11"
"CP009273.1","Genbank","CDS",54755,57109,".","-",0,"ID=cds52;Parent=gene53;Dbxref=NCBI_GP:AIN30591.1;Name=AIN30591.1;Note=organic solvent tolerance;gbkey=CDS;gene=lptD;product=LPS assembly OM complex LptDE%2C beta-barrel component;protein_id=AIN30591.1;transl_table=11"
"CP009273.1","Genbank","CDS",57364,58179,".","+",0,"ID=cds53;Parent=gene54;Dbxref=NCBI_GP:AIN30592.1;Name=AIN30592.1;gbkey=CDS;gene=djlA;product=membrane-anchored DnaK co-chaperone%2C DNA-binding protein;protein_id=AIN30592.1;transl_table=11"
"CP009273.1","Genbank","CDS",58474,59052,".","+",0,"ID=cds54;Parent=gene55;Note=pseudogene%2C pentapeptide repeats-containing;gbkey=CDS;gene=yabP;pseudo=true;transl_table=11"
"CP009273.1","Genbank","CDS",59052,59279,".","+",0,"ID=cds54;Parent=gene55;Note=pseudogene%2C pentapeptide repeats-containing;gbkey=CDS;gene=yabP;pseudo=true;transl_table=11"
"CP009273.1","Genbank","CDS",59687,60346,".","-",0,"ID=cds55;Parent=gene56;Dbxref=NCBI_GP:AIN30593.1;Name=AIN30593.1;gbkey=CDS;gene=rluA;product=dual specificity 23S rRNA pseudouridine(746)%2C tRNA pseudouridine(32) synthase%2C SAM-dependent;protein_id=AIN30593.1;transl_table=11"
"CP009273.1","Genbank","CDS",60358,63264,".","-",0,"ID=cds56;Parent=gene57;Dbxref=NCBI_GP:AIN30594.1;Name=AIN30594.1;Note=probable ATP-dependent RNA helicase;gbkey=CDS;gene=rapA;product=RNA polymerase remodeling/recycling factor ATPase%3B RNA polymerase-associated%2C ATP-dependent RNA translocase;protein_id=AIN30594.1;transl_table=11"
"CP009273.1","Genbank","CDS",63429,65780,".","-",0,"ID=cds57;Parent=gene58;Dbxref=NCBI_GP:AIN30595.1;Name=AIN30595.1;gbkey=CDS;gene=polB;product=DNA polymerase II;protein_id=AIN30595.1;transl_table=11"
"CP009273.1","Genbank","CDS",65855,66532,".","-",0,"ID=cds58;Parent=gene59;Note=pseudogene%2C truncated;gbkey=CDS;gene=araD;pseudo=true;transl_table=11"
"CP009273.1","Genbank","CDS",66874,67752,".","+",0,"ID=cds59;Parent=gene60;Dbxref=NCBI_GP:AIN30596.1;Name=AIN30596.1;Note=transcriptional regulator for ara operon;gbkey=CDS;gene=araC;product=ara regulon transcriptional activator%3B autorepressor;protein_id=AIN30596.1;transl_table=11"
"CP009273.1","Genbank","CDS",67838,68602,".","+",0,"ID=cds60;Parent=gene61;Dbxref=NCBI_GP:AIN30597.1;Name=AIN30597.1;gbkey=CDS;gene=yabI;product=DedA family inner membrane protein;protein_id=AIN30597.1;transl_table=11"
"CP009273.1","Genbank","CDS",68716,69414,".","-",0,"ID=cds61;Parent=gene62;Dbxref=NCBI_GP:AIN30598.1;Name=AIN30598.1;Note=putative ATP-binding component of a transport system;gbkey=CDS;gene=thiQ;product=thiamine%2C thiamine pyrophosphate ABC transporter ATPase%3B ThiBPQ thiamine%2C thiamine pyrophosphate importer;protein_id=AIN30598.1;transl_table=11"
"CP009273.1","Genbank","CDS",69398,71008,".","-",0,"ID=cds62;Parent=gene63;Dbxref=NCBI_GP:AIN30599.1;Name=AIN30599.1;gbkey=CDS;gene=thiP;product=thiamine%2C thiamine pyrophosphate ABC transporter permease%3B ThiBPQ thiamine%2C thiamine pyrophosphate importer;protein_id=AIN30599.1;transl_table=11"
"CP009273.1","Genbank","CDS",70984,71967,".","-",0,"ID=cds63;Parent=gene64;Dbxref=NCBI_GP:AIN30600.1;Name=AIN30600.1;Note=thiamin-binding periplasmic protein%3B periplasmic-binding component of ABC superfamily;gbkey=CDS;gene=thiB;product=thiamine-%2C thiamine pyrophosphate-%2C thiamine monophosphate-binding ABC transporter periplasmic protein%3B ThiBPQ thiamine%2C thiamine pyrophosphate importer;protein_id=AIN30600.1;transl_table=11"
"CP009273.1","Genbank","CDS",72131,73786,".","-",0,"ID=cds64;Parent=gene65;Dbxref=NCBI_GP:AIN30601.1;Name=AIN30601.1;Note=putative transport protein;gbkey=CDS;gene=sgrR;product=transcriptional DNA-binding transcriptional activator of sgrS sRNA;protein_id=AIN30601.1;transl_table=11"
"CP009273.1","Genbank","CDS",73875,74006,".","+",0,"ID=cds65;Parent=gene67;Dbxref=NCBI_GP:AIN30602.1;Name=AIN30602.1;gbkey=CDS;gene=sgrT;product=inhibitor of glucose uptake;protein_id=AIN30602.1;transl_table=11"
"CP009273.1","Genbank","CDS",74108,75286,".","+",0,"ID=cds66;Parent=gene68;Dbxref=NCBI_GP:AIN30603.1;Name=AIN30603.1;gbkey=CDS;gene=setA;product=broad specificity sugar efflux system;protein_id=AIN30603.1;transl_table=11"
"CP009273.1","Genbank","CDS",75335,75940,".","-",0,"ID=cds67;Parent=gene69;Dbxref=NCBI_GP:AIN30604.1;Name=AIN30604.1;Note=isopropylmalate isomerase subunit;gbkey=CDS;gene=leuD;product=3-isopropylmalate dehydratase small subunit;protein_id=AIN30604.1;transl_table=11"
"CP009273.1","Genbank","CDS",75951,77351,".","-",0,"ID=cds68;Parent=gene70;Dbxref=NCBI_GP:AIN30605.1;Name=AIN30605.1;Note=3-isopropylmalate isomerase (dehydratase) subunit;gbkey=CDS;gene=leuC;product=3-isopropylmalate dehydratase large subunit;protein_id=AIN30605.1;transl_table=11"
"CP009273.1","Genbank","CDS",77354,78445,".","-",0,"ID=cds69;Parent=gene71;Dbxref=NCBI_GP:AIN30606.1;Name=AIN30606.1;gbkey=CDS;gene=leuB;product=3-isopropylmalate dehydrogenase%2C NAD(+)-dependent;protein_id=AIN30606.1;transl_table=11"
"CP009273.1","Genbank","CDS",78445,80016,".","-",0,"ID=cds70;Parent=gene72;Dbxref=NCBI_GP:AIN30607.1;Name=AIN30607.1;gbkey=CDS;gene=leuA;product=2-isopropylmalate synthase;protein_id=AIN30607.1;transl_table=11"
"CP009273.1","Genbank","CDS",80109,80195,".","-",0,"ID=cds71;Parent=gene73;Dbxref=NCBI_GP:AIN30608.1;Name=AIN30608.1;gbkey=CDS;gene=leuL;product=leu operon leader peptide;protein_id=AIN30608.1;transl_table=11"
"CP009273.1","Genbank","CDS",80855,81799,".","+",0,"ID=cds72;Parent=gene74;Dbxref=NCBI_GP:AIN30609.1;Name=AIN30609.1;Note=probable transcriptional activator for leuABCD operon;gbkey=CDS;gene=leuO;product=global transcription factor;protein_id=AIN30609.1;transl_table=11"
"CP009273.1","Genbank","CDS",82117,83841,".","+",0,"ID=cds73;Parent=gene75;Dbxref=NCBI_GP:AIN30610.1;Name=AIN30610.1;Note=acetolactate synthase III%2C valine sensitive%2C large subunit;experiment=N-terminus verified by Edman degradation:PMID 3881131%2C9298646;gbkey=CDS;gene=ilvI;product=acetolactate synthase 3 large subunit;protein_id=AIN30610.1;transl_table=11"
"CP009273.1","Genbank","CDS",83844,84335,".","+",0,"ID=cds74;Parent=gene76;Dbxref=NCBI_GP:AIN30611.1;Name=AIN30611.1;Note=acetolactate synthase III%2C valine sensitive%2C small subunit;gbkey=CDS;gene=ilvH;product=acetolactate synthase 3%2C small subunit%2C valine-sensitive;protein_id=AIN30611.1;transl_table=11"
"CP009273.1","Genbank","CDS",84515,85519,".","+",0,"ID=cds75;Parent=gene77;Dbxref=NCBI_GP:AIN30612.1;Name=AIN30612.1;Note=transcriptional repressor of fru operon and others;gbkey=CDS;gene=cra;product=transcriptional repressor-activator for carbon metabolism;protein_id=AIN30612.1;transl_table=11"
"CP009273.1","Genbank","CDS",86121,86579,".","+",0,"ID=cds76;Parent=gene78;Dbxref=NCBI_GP:AIN30613.1;Name=AIN30613.1;gbkey=CDS;gene=mraZ;product=RsmH methytransferase inhibitor;protein_id=AIN30613.1;transl_table=11"
"CP009273.1","Genbank","CDS",86581,87522,".","+",0,"ID=cds77;Parent=gene79;Dbxref=NCBI_GP:AIN30614.1;Name=AIN30614.1;Note=putative apolipoprotein;experiment=N-terminus verified by Edman degradation:PMID 10572301;gbkey=CDS;gene=rsmH;product=16S rRNA m(4)C1402 methyltransferase%2C SAM-dependent;protein_id=AIN30614.1;transl_table=11"
"CP009273.1","Genbank","CDS",87519,87884,".","+",0,"ID=cds78;Parent=gene80;Dbxref=NCBI_GP:AIN30615.1;Name=AIN30615.1;Note=cell division protein%3B ingrowth of wall at septum;gbkey=CDS;gene=ftsL;product=membrane bound cell division protein at septum containing leucine zipper motif;protein_id=AIN30615.1;transl_table=11"
"CP009273.1","Genbank","CDS",87900,89666,".","+",0,"ID=cds79;Parent=gene81;Dbxref=NCBI_GP:AIN30616.1;Name=AIN30616.1;Note=septum formation%3B penicillin-binding protein 3%3B peptidoglycan synthetase;gbkey=CDS;gene=ftsI;product=transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3);protein_id=AIN30616.1;transl_table=11"
"CP009273.1","Genbank","CDS",89653,91140,".","+",0,"ID=cds80;Parent=gene82;Dbxref=NCBI_GP:AIN30617.1;Name=AIN30617.1;gbkey=CDS;gene=murE;product=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso- diaminopimelate ligase;protein_id=AIN30617.1;transl_table=11"
"CP009273.1","Genbank","CDS",91137,92495,".","+",0,"ID=cds81;Parent=gene83;Dbxref=NCBI_GP:AIN30618.1;Name=AIN30618.1;experiment=N-terminus verified by Edman degradation:PMID 2186811;gbkey=CDS;gene=murF;product=UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D- alanine ligase;protein_id=AIN30618.1;transl_table=11"
"CP009273.1","Genbank","CDS",92489,93571,".","+",0,"ID=cds82;Parent=gene84;Dbxref=NCBI_GP:AIN30619.1;Name=AIN30619.1;Note=phospho-N-acetylmuramoyl-pentapeptide transferase?;gbkey=CDS;gene=mraY;product=phospho-N-acetylmuramoyl-pentapeptide transferase;protein_id=AIN30619.1;transl_table=11"
"CP009273.1","Genbank","CDS",93574,94890,".","+",0,"ID=cds83;Parent=gene85;Dbxref=NCBI_GP:AIN30620.1;Name=AIN30620.1;gbkey=CDS;gene=murD;product=UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase;protein_id=AIN30620.1;transl_table=11"
"CP009273.1","Genbank","CDS",94890,96134,".","+",0,"ID=cds84;Parent=gene86;Dbxref=NCBI_GP:AIN30621.1;Name=AIN30621.1;Note=cell division%3B membrane protein involved in shape determination;gbkey=CDS;gene=ftsW;product=lipid II flippase%3B integral membrane protein involved in stabilizing FstZ ring during cell division;protein_id=AIN30621.1;transl_table=11"
"CP009273.1","Genbank","CDS",96131,97198,".","+",0,"ID=cds85;Parent=gene87;Dbxref=NCBI_GP:AIN30622.1;Name=AIN30622.1;gbkey=CDS;gene=murG;product=N-acetylglucosaminyl transferase;protein_id=AIN30622.1;transl_table=11"
"CP009273.1","Genbank","CDS",97252,98727,".","+",0,"ID=cds86;Parent=gene88;Dbxref=NCBI_GP:AIN30623.1;Name=AIN30623.1;experiment=N-terminus verified by Edman degradation:PMID 7601127;gbkey=CDS;gene=murC;product=UDP-N-acetylmuramate:L-alanine ligase;protein_id=AIN30623.1;transl_table=11"
"CP009273.1","Genbank","CDS",98720,99640,".","+",0,"ID=cds87;Parent=gene89;Dbxref=NCBI_GP:AIN30624.1;Name=AIN30624.1;Note=D-alanine-D-alanine ligase B%2C affects cell division;gbkey=CDS;gene=ddlB;product=D-alanine:D-alanine ligase;protein_id=AIN30624.1;transl_table=11"
"CP009273.1","Genbank","CDS",99642,100472,".","+",0,"ID=cds88;Parent=gene90;Dbxref=NCBI_GP:AIN30625.1;Name=AIN30625.1;Note=cell division protein%3B ingrowth of wall at septum;gbkey=CDS;gene=ftsQ;product=divisome assembly protein%2C membrane anchored protein involved in growth of wall at septum;protein_id=AIN30625.1;transl_table=11"
